# Directed graph (each unordered pair of nodes is saved once): Email-Enron.txt 
# Enron email network (edge indicated that email was exchanged, undirected edges)
# Nodes: 36692 Edges: 367662
# FromNodeId	ToNodeId
0	1
1	0
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	34
1	35
1	36
1	37
1	38
1	39
1	40
1	41
1	42
1	43
1	44
1	45
1	46
1	47
1	48
1	49
1	50
1	51
1	52
1	53
1	54
1	55
1	56
1	57
1	58
1	59
1	60
1	61
1	62
1	63
1	64
1	65
1	66
1	67
1	68
1	69
1	70
2	1
3	1
3	4
3	6
4	1
4	3
4	49
4	50
4	74
5	1
5	56
5	75
5	86
5	93
5	106
5	136
5	140
5	144
5	145
5	151
5	188
5	195
6	1
6	3
6	7
6	50
6	74
7	1
7	6
7	49
7	50
7	74
7	88
7	118
8	1
9	1
9	56
9	81
9	82
9	184
10	1
10	11
10	12
10	13
11	1
11	10
11	12
11	13
11	74
12	1
12	10
12	11
12	13
12	74
13	1
13	10
13	11
13	12
13	56
13	74
13	78
13	82
13	115
13	128
14	1
15	1
15	56
15	102
15	112
15	133
16	1
16	56
16	82
17	1
18	1
19	1
20	1
21	1
21	78
21	189
22	1
23	1
24	1
25	1
25	74
26	1
27	1
27	56
27	72
27	74
27	75
27	76
27	83
27	93
27	95
27	102
27	106
27	107
27	109
27	112
27	128
27	133
27	136
27	140
27	145
27	184
27	195
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
39	56
39	81
39	93
40	1
41	1
42	1
42	93
43	1
44	1
44	56
45	1
45	53
45	56
45	75
45	81
45	91
45	93
45	102
45	114
46	1
46	53
46	56
46	75
46	80
46	81
46	82
46	83
46	89
46	90
46	93
46	102
46	106
46	107
46	114
46	128
46	136
46	140
46	145
46	195
47	1
48	1
49	1
49	4
49	7
49	50
49	74
49	88
49	118
50	1
50	4
50	6
50	7
50	49
50	88
50	118
51	1
51	109
52	1
53	1
53	45
53	46
53	54
53	55
53	56
53	74
53	75
53	76
53	78
53	79
53	80
53	81
53	83
53	85
53	86
53	87
53	91
53	93
53	101
53	102
53	108
53	109
53	112
53	113
53	114
53	115
53	118
53	119
53	121
53	127
53	128
53	138
53	143
53	154
53	155
53	164
53	165
53	169
53	186
53	193
54	1
54	53
54	55
54	56
54	73
54	74
54	75
54	76
54	77
54	78
54	79
54	80
54	81
54	82
54	83
54	84
54	85
54	86
54	87
54	88
54	89
54	90
54	91
54	92
54	93
54	94
54	95
54	96
54	97
54	98
54	99
54	100
54	101
54	102
54	103
54	104
54	105
54	106
54	107
54	108
54	109
54	110
54	111
54	112
54	113
54	114
54	115
54	116
54	117
54	118
54	119
54	120
54	121
54	122
54	123
54	124
54	125
54	126
54	127
54	128
54	129
54	130
54	131
54	132
54	133
54	134
54	135
54	136
54	137
54	138
54	139
54	140
54	141
54	142
54	143
54	144
54	145
54	146
54	147
54	148
54	149
54	150
54	151
54	152
54	153
54	154
54	155
54	156
54	157
54	158
54	159
54	160
54	161
54	162
54	163
54	164
54	165
54	166
54	167
54	168
54	169
54	170
55	1
55	53
55	54
55	56
55	156
55	172
56	1
56	5
56	9
56	13
56	15
56	16
56	27
56	39
56	44
56	45
56	46
56	53
56	54
56	55
56	73
56	74
56	75
56	76
56	78
56	79
56	80
56	81
56	82
56	83
56	85
56	86
56	87
56	88
56	89
56	91
56	92
56	93
56	94
56	96
56	97
56	101
56	102
56	106
56	107
56	109
56	112
56	113
56	114
56	115
56	116
56	118
56	119
56	120
56	121
56	122
56	124
56	125
56	126
56	127
56	128
56	131
56	133
56	136
56	138
56	140
56	141
56	143
56	144
56	146
56	147
56	149
56	151
56	154
56	155
56	156
56	160
56	164
56	165
56	166
56	172
56	174
56	175
56	180
56	185
56	192
56	194
57	1
58	1
59	1
59	81
60	1
60	109
61	1
62	1
62	109
63	1
64	1
65	1
66	1
67	1
68	1
69	1
69	140
70	1
71	72
72	27
72	71
72	74
72	76
72	77
72	81
72	95
72	118
72	136
72	140
72	175
72	180
72	188
72	195
73	54
73	56
73	74
73	75
73	76
73	78
73	80
73	82
73	86
73	89
73	91
73	93
73	99
73	131
73	136
73	140
73	149
73	150
73	155
73	156
73	164
73	172
73	173
73	174
73	178
73	183
73	188
73	198
74	4
74	6
74	7
74	11
74	12
74	13
74	25
74	27
74	49
74	53
74	54
74	56
74	72
74	73
74	75
74	76
74	81
74	82
74	83
74	86
74	88
74	91
74	93
74	96
74	102
74	106
74	109
74	110
74	111
74	112
74	113
74	114
74	115
74	116
74	118
74	124
74	126
74	131
74	133
74	136
74	138
74	140
74	143
74	144
74	145
74	146
74	147
74	154
74	155
74	164
74	165
74	166
74	174
74	175
74	176
74	177
74	180
74	182
74	183
74	184
74	185
74	186
74	187
74	188
74	192
74	195
75	5
75	27
75	45
75	46
75	53
75	54
75	56
75	73
75	74
75	76
75	78
75	80
75	83
75	86
75	88
75	89
75	91
75	93
75	106
75	107
75	109
75	112
75	116
75	131
75	134
75	136
75	143
75	149
75	154
75	155
75	156
75	164
75	173
75	175
75	183
75	185
75	186
75	188
75	195
76	27
76	53
76	54
76	56
76	72
76	73
76	74
76	75
76	78
76	80
76	81
76	83
76	84
76	86
76	87
76	88
76	89
76	91
76	93
76	95
76	102
76	106
76	107
76	109
76	111
76	116
76	118
76	119
76	120
76	122
76	131
76	132
76	133
76	134
76	136
76	140
76	143
76	144
76	145
76	146
76	155
76	160
76	165
76	166
76	168
76	169
76	171
76	172
76	173
76	174
76	175
76	177
76	180
76	183
76	184
76	186
76	187
76	188
76	192
76	193
76	194
76	195
77	54
77	72
77	95
78	13
78	21
78	53
78	54
78	56
78	73
78	75
78	76
78	79
78	82
78	83
78	86
78	87
78	90
78	92
78	93
78	101
78	102
78	106
78	107
78	111
78	114
78	115
78	121
78	122
78	125
78	127
78	131
78	134
78	136
78	138
78	140
78	143
78	146
78	155
78	156
78	164
78	165
78	166
78	168
78	171
78	172
78	173
78	174
78	175
78	176
78	177
78	178
78	179
78	180
78	181
78	182
78	183
78	184
78	185
78	186
78	187
78	188
78	189
78	190
78	191
78	192
78	193
78	194
78	195
78	196
78	197
78	198
78	199
79	53
79	54
79	56
79	78
79	83
79	88
79	97
79	101
79	102
79	106
79	108
79	114
79	121
79	138
79	140
79	164
79	165
79	168
79	180
80	46
80	53
80	54
80	56
80	73
80	75
80	76
80	83
80	84
80	85
80	86
80	87
80	88
80	89
80	91
80	101
80	106
80	107
80	114
80	119
80	120
80	121
80	132
80	134
80	143
80	145
80	151
80	153
80	154
80	166
80	169
81	9
81	39
81	45
81	46
81	53
81	54
81	56
81	59
81	72
81	74
81	76
81	82
81	83
81	86
81	101
81	102
81	106
81	109
81	112
81	114
81	115
81	128
81	138
81	140
81	165
81	180
81	193
82	9
82	13
82	16
82	46
82	54
82	56
82	73
82	74
82	78
82	81
82	83
82	86
82	87
82	89
82	94
82	96
82	99
82	101
82	102
82	109
82	113
82	114
82	115
82	128
82	131
82	138
82	143
82	147
82	149
82	150
82	151
82	156
82	160
82	164
82	166
82	169
82	198
83	27
83	46
83	53
83	54
83	56
83	74
83	75
83	76
83	78
83	79
83	80
83	81
83	82
83	86
83	88
83	89
83	90
83	91
83	92
83	93
83	95
83	96
83	97
83	101
83	102
83	106
83	113
83	114
83	115
83	127
83	128
83	134
83	136
83	143
83	145
83	147
83	155
83	162
83	165
83	169
83	172
83	175
83	183
83	184
83	185
83	186
83	192
83	195
84	54
84	76
84	80
84	85
84	87
84	88
84	119
84	136
84	186
84	188
85	53
85	54
85	56
85	80
85	84
85	86
85	87
85	107
85	119
85	154
86	5
86	53
86	54
86	56
86	73
86	74
86	75
86	76
86	78
86	80
86	81
86	82
86	83
86	85
86	87
86	93
86	96
86	97
86	99
86	100
86	101
86	102
86	106
86	109
86	113
86	114
86	115
86	121
86	123
86	127
86	128
86	138
86	147
86	149
86	151
86	156
86	165
86	173
86	186
86	192
86	197
87	53
87	54
87	56
87	76
87	78
87	80
87	82
87	84
87	85
87	86
87	106
87	107
87	114
87	119
87	145
87	192
88	7
88	49
88	50
88	54
88	56
88	74
88	75
88	76
88	79
88	80
88	83
88	84
88	89
88	90
88	91
88	92
88	93
88	95
88	97
88	106
88	107
88	109
88	116
88	118
88	136
88	138
88	146
88	147
88	151
88	155
88	164
88	165
88	168
88	177
88	180
88	183
88	186
88	188
88	195
89	46
89	54
89	56
89	73
89	75
89	76
89	80
89	82
89	83
89	88
89	90
89	91
89	92
89	93
89	102
89	106
89	109
89	115
89	116
89	119
89	120
89	129
89	131
89	134
89	135
89	136
89	137
89	149
89	151
89	155
89	156
89	159
89	168
89	171
89	172
89	173
89	175
89	183
89	193
89	194
89	195
89	197
90	46
90	54
90	78
90	83
90	88
90	89
90	91
90	92
90	93
90	95
90	107
90	114
90	122
90	128
90	143
90	155
90	156
90	165
90	168
90	185
91	45
91	53
91	54
91	56
91	73
91	74
91	75
91	76
91	80
91	83
91	88
91	89
91	90
91	92
91	93
91	102
91	107
91	114
91	131
91	136
91	143
91	149
91	155
91	156
91	172
91	183
91	186
91	194
92	54
92	56
92	78
92	83
92	88
92	89
92	90
92	91
92	93
92	97
92	102
92	109
92	131
92	134
92	136
92	155
92	168
92	183
92	194
93	5
93	27
93	39
93	42
93	45
93	46
93	53
93	54
93	56
93	73
93	74
93	75
93	76
93	78
93	83
93	86
93	88
93	89
93	90
93	91
93	92
93	102
93	106
93	107
93	109
93	110
93	116
93	122
93	131
93	132
93	134
93	136
93	143
93	146
93	149
93	155
93	164
93	165
93	168
93	172
93	175
93	183
93	184
93	185
93	186
93	188
93	193
93	194
93	195
93	198
94	54
94	56
94	82
94	102
94	109
95	27
95	54
95	72
95	76
95	77
95	83
95	88
95	90
95	132
95	136
95	151
95	155
95	169
95	173
95	174
95	175
95	184
96	54
96	56
96	74
96	82
96	83
96	86
96	112
96	113
96	128
96	149
96	150
97	54
97	56
97	79
97	83
97	86
97	88
97	92
97	106
97	113
97	140
97	147
97	165
97	183
97	185
97	186
98	54
99	54
99	73
