# Directed graph: C-elegans-frontal.txt
# C. elegans neuronal network of frontal neurons: nodes are neurons and edges are synapses
# Nodes: 131 Edges: 764
# FromNodeId ToNodeId
11 0
26 0
69 0
71 0
83 0
114 0
12 1
19 1
27 1
44 1
72 1
83 1
112 1
115 1
126 1
6 2
8 2
13 2
15 2
18 2
28 2
29 2
30 2
32 2
33 2
38 2
39 2
43 2
69 2
81 2
116 2
7 3
8 3
15 3
19 3
29 3
30 3
31 3
32 3
33 3
37 3
39 3
46 3
66 3
75 3
76 3
10 4
15 5
11 6
15 6
16 6
24 6
46 6
3 7
8 7
12 7
15 7
42 7
46 7
29 8
31 8
34 8
71 8
73 8
79 8
80 8
100 8
116 8
5 9
14 9
17 9
27 9
47 9
73 9
74 9
4 10
6 10
15 10
48 10
73 10
77 10
0 11
6 11
8 11
14 11
20 11
35 11
71 11
78 11
79 11
112 11
114 11
7 12
8 12
34 12
35 12
72 12
80 12
113 12
115 12
34 13
35 13
89 13
1 14
6 14
8 14
45 14
46 14
72 14
4 15
5 15
6 15
7 15
8 15
42 15
45 15
46 15
6 16
10 16
24 16
7 17
8 17
0 18
6 18
24 18
28 18
30 18
32 18
33 18
71 18
79 18
81 18
83 18
1 19
7 19
8 19
29 19
31 19
32 19
33 19
35 19
72 19
11 20
14 20
15 20
24 20
45 20
46 20
7 21
14 21
19 21
45 21
46 21
24 22
25 23
6 24
22 24
7 25
8 25
42 25
28 26
33 26
34 26
71 26
73 26
29 27
35 27
72 27
74 27
126 27
2 28
29 28
30 28
32 28
34 28
28 29
31 29
33 29
35 29
29 30
31 30
33 30
35 30
40 30
28 31
30 31
32 31
34 31
40 31
28 32
30 32
33 32
29 33
31 33
32 33
28 34
32 34
29 35
33 35
1 36
31 36
32 36
37 36
38 36
39 36
44 36
80 36
83 36
113 36
115 36
3 37
30 37
33 37
36 37
38 37
39 37
83 37
112 37
114 37
28 38
30 38
31 38
32 38
35 38
37 38
29 39
30 39
31 39
33 39
34 39
36 39
38 39
35 40
4 41
11 41
14 41
16 41
43 41
1 42
5 42
12 42
14 42
15 42
44 42
83 42
0 43
8 43
11 43
30 43
71 43
113 43
1 44
12 44
17 44
31 44
72 44
83 44
115 44
6 45
7 45
8 45
28 45
71 45
3 46
7 46
8 46
45 46
29 47
34 47
35 47
48 47
72 47
74 47
26 48
28 48
34 48
71 48
73 48
35 49
53 49
55 49
65 49
67 49
73 49
75 49
76 49
81 49
90 49
99 49
105 49
112 49
119 49
123 49
127 49
34 50
54 50
56 50
66 50
68 50
74 50
75 50
76 50
86 50
91 50
98 50
104 50
113 50
120 50
124 50
128 50
2 51
35 51
57 51
65 51
69 51
75 51
